field_1,field_2,field_3,gx,gy,gz
32323497.000000000000000,5723416.000000000000000,45.039999999999999,"32323497","5723416",93.000000000000000
32323498.000000000000000,5723358.000000000000000,41.100000000000001,"32323498","5723358",96.000000000000000
32323498.000000000000000,5723369.000000000000000,41.100000000000001,"32323498","5723369",97.000000000000000
32323499.000000000000000,5723118.000000000000000,37.609999999999999,"32323499","5723118",71.000000000000000
32323499.000000000000000,5723358.000000000000000,41.100000000000001,"32323499","5723358",97.000000000000000
32323499.000000000000000,5723371.000000000000000,41.159999999999997,"32323499","5723371",99.000000000000000
32323500.000000000000000,5723073.000000000000000,32.850000000000001,"32323500","5723073",74.000000000000000
32323500.000000000000000,5723357.000000000000000,41.149999999999999,"32323500","5723357",97.000000000000000
32323500.000000000000000,5723358.000000000000000,41.170000000000002,"32323500","5723358",97.000000000000000
32323500.000000000000000,5723371.000000000000000,41.299999999999997,"32323500","5723371",100.000000000000000
32323501.000000000000000,5723415.000000000000000,44.719999999999999,"32323501","5723415",89.000000000000000
32323502.000000000000000,5723114.000000000000000,37.609999999999999,"32323502","5723114",68.000000000000000
32323504.000000000000000,5723071.000000000000000,32.799999999999997,"32323504","5723071",73.000000000000000
32323504.000000000000000,5723372.000000000000000,42.039999999999999,"32323504","5723372",102.000000000000000
32323505.000000000000000,5723415.000000000000000,44.770000000000003,"32323505","5723415",89.000000000000000
32323506.000000000000000,5723109.000000000000000,37.930000000000000,"32323506","5723109",62.000000000000000
32323506.000000000000000,5723375.000000000000000,42.240000000000002,"32323506","5723375",100.000000000000000
32323507.000000000000000,5723417.000000000000000,44.960000000000001,"32323507","5723417",88.000000000000000
32323508.000000000000000,5723106.000000000000000,37.799999999999997,"32323508","5723106",60.000000000000000
32323508.000000000000000,5723378.000000000000000,42.520000000000003,"32323508","5723378",100.000000000000000
32323509.000000000000000,5723103.000000000000000,36.960000000000001,"32323509","5723103",60.000000000000000
32323509.000000000000000,5723381.000000000000000,42.630000000000003,"32323509","5723381",99.000000000000000
32323509.000000000000000,5723416.000000000000000,44.859999999999999,"32323509","5723416",87.000000000000000
32323510.000000000000000,5723068.000000000000000,32.710000000000001,"32323510","5723068",74.000000000000000
32323510.000000000000000,5723099.000000000000000,35.859999999999999,"32323510","5723099",61.000000000000000
32323510.000000000000000,5723383.000000000000000,42.570000000000000,"32323510","5723383",99.000000000000000
32323511.000000000000000,5723087.000000000000000,36.359999999999999,"32323511","5723087",65.000000000000000
32323511.000000000000000,5723091.000000000000000,35.430000000000000,"32323511","5723091",65.000000000000000
32323511.000000000000000,5723095.000000000000000,35.460000000000001,"32323511","5723095",60.000000000000000
32323511.000000000000000,5723385.000000000000000,42.780000000000001,"32323511","5723385",103.000000000000000
32323511.000000000000000,5723415.000000000000000,44.810000000000002,"32323511","5723415",86.000000000000000
32323512.000000000000000,5723386.000000000000000,43.000000000000000,"32323512","5723386",103.000000000000000
32323513.000000000000000,5723082.000000000000000,35.969999999999999,"32323513","5723082",66.000000000000000
32323513.000000000000000,5723389.000000000000000,43.060000000000002,"32323513","5723389",99.000000000000000
32323513.000000000000000,5723414.000000000000000,44.689999999999998,"32323513","5723414",86.000000000000000
32323514.000000000000000,5723066.000000000000000,32.700000000000003,"32323514","5723066",75.000000000000000
32323514.000000000000000,5723392.000000000000000,43.119999999999997,"32323514","5723392",98.000000000000000
32323515.000000000000000,5723078.000000000000000,35.060000000000002,"32323515","5723078",68.000000000000000
32323515.000000000000000,5723395.000000000000000,43.229999999999997,"32323515","5723395",93.000000000000000
32323515.000000000000000,5723406.000000000000000,44.070000000000000,"32323515","5723406",84.000000000000000
32323515.000000000000000,5723409.000000000000000,44.310000000000002,"32323515","5723409",85.000000000000000
32323515.000000000000000,5723412.000000000000000,44.450000000000003,"32323515","5723412",86.000000000000000
32323516.000000000000000,5723399.000000000000000,43.359999999999999,"32323516","5723399",93.000000000000000
32323516.000000000000000,5723401.000000000000000,43.600000000000001,"32323516","5723401",90.000000000000000
32323517.000000000000000,5723405.000000000000000,44.020000000000003,"32323517","5723405",85.000000000000000
32323518.000000000000000,5723071.000000000000000,34.090000000000003,"32323518","5723071",64.000000000000000
32323518.000000000000000,5723075.000000000000000,34.780000000000001,"32323518","5723075",67.000000000000000
32323518.000000000000000,5723401.000000000000000,43.600000000000001,"32323518","5723401",85.000000000000000
32323519.000000000000000,5723064.000000000000000,32.810000000000002,"32323519","5723064",76.000000000000000
32323519.000000000000000,5723067.000000000000000,33.439999999999998,"32323519","5723067",65.000000000000000
32323522.000000000000000,5723063.000000000000000,32.859999999999999,"32323522","5723063",71.000000000000000
32323523.000000000000000,5723062.000000000000000,32.789999999999999,"32323523","5723062",76.000000000000000
32323525.000000000000000,5723060.000000000000000,32.700000000000003,"32323525","5723060",78.000000000000000
32323525.000000000000000,5723061.000000000000000,32.829999999999998,"32323525","5723061",75.000000000000000
32323527.000000000000000,5723060.000000000000000,32.890000000000001,"32323527","5723060",75.000000000000000
32323528.000000000000000,5723060.000000000000000,33.020000000000003,"32323528","5723060",77.000000000000000
