,gx,gy,gz
1928,32323825,5724393,82.0
1929,32323825,5724393,82.0
1930,32323825,5724393,82.0
1931,32323825,5724393,82.0
1932,32323825,5724393,82.0
1933,32323825,5724393,82.0
1934,32323825,5724393,82.0
1935,32323825,5724393,82.0
1936,32323825,5724393,82.0
1937,32323825,5724393,82.0
1938,32323825,5724393,82.0
1939,32323825,5724393,82.0
1940,32323825,5724393,82.0
1941,32323825,5724393,82.0
1942,32323825,5724393,82.0
1943,32323825,5724393,82.0
1944,32323824,5724396,83.0
1945,32323823,5724399,83.0
1946,32323824,5724400,85.0
1947,32323826,5724401,83.0
1948,32323827,5724402,82.0
1949,32323827,5724402,82.0
1950,32323827,5724402,82.0
1951,32323827,5724402,82.0
1952,32323827,5724402,82.0
1953,32323828,5724402,82.0
1954,32323828,5724402,82.0
1955,32323828,5724402,82.0
1956,32323828,5724401,82.0
1957,32323828,5724402,82.0
1958,32323827,5724402,82.0
1959,32323826,5724403,81.0
1960,32323826,5724403,81.0
1961,32323825,5724403,82.0
1962,32323826,5724402,82.0
1963,32323826,5724401,82.0
1964,32323826,5724401,82.0
1965,32323826,5724401,83.0
1966,32323826,5724401,83.0
1967,32323826,5724401,83.0
1968,32323825,5724400,78.0
1969,32323824,5724398,78.0
1970,32323824,5724401,80.0
1971,32323827,5724406,81.0
1972,32323832,5724408,80.0
1973,32323837,5724408,80.0
1974,32323845,5724406,81.0
1975,32323852,5724404,80.0
1976,32323858,5724401,80.0
1977,32323864,5724401,79.0
1978,32323868,5724402,82.0
1979,32323874,5724403,81.0
1980,32323881,5724405,80.0
1981,32323887,5724409,78.0
1982,32323891,5724411,76.0
1983,32323895,5724412,72.0
1984,32323898,5724417,74.0
1985,32323901,5724421,75.0
1986,32323908,5724427,76.0
1987,32323913,5724434,80.0
1988,32323916,5724438,80.0
1989,32323922,5724439,79.0
1990,32323926,5724440,79.0
1991,32323932,5724440,78.0
1992,32323936,5724444,78.0
1993,32323941,5724449,79.0
1994,32323946,5724453,80.0
1995,32323957,5724461,85.0
1996,32323963,5724467,86.0
1997,32323968,5724472,88.0
1998,32323974,5724477,88.0
1999,32323979,5724482,91.0
2000,32323984,5724485,90.0
2001,32323988,5724487,91.0
2002,32323992,5724489,91.0
2003,32323994,5724490,91.0
2004,32323999,5724493,90.0
2005,32324002,5724494,90.0
2006,32324008,5724496,91.0
2007,32324010,5724497,89.0
2008,32324012,5724497,90.0
2009,32324012,5724497,90.0
2010,32324011,5724499,89.0
2011,32324009,5724504,89.0
2012,32324008,5724512,90.0
2013,32324003,5724520,91.0
2014,32323999,5724525,91.0
2015,32323994,5724531,90.0
2016,32323991,5724535,88.0
2017,32323988,5724540,85.0
2018,32323982,5724545,86.0
2019,32323977,5724551,86.0
2020,32323973,5724554,84.0
2021,32323967,5724559,82.0
2022,32323962,5724564,78.0
2023,32323957,5724569,78.0
2024,32323953,5724573,76.0
2025,32323951,5724580,77.0
2026,32323946,5724587,77.0
2027,32323942,5724593,75.0
2028,32323938,5724599,75.0
2029,32323935,5724603,77.0
2030,32323930,5724609,77.0
2031,32323927,5724612,79.0
2032,32323925,5724613,79.0
2033,32323922,5724615,80.0
2034,32323919,5724619,80.0
2035,32323917,5724621,82.0
2036,32323915,5724622,83.0
2037,32323913,5724625,83.0
2038,32323912,5724629,83.0
2039,32323909,5724632,82.0
2040,32323908,5724633,81.0
2041,32323906,5724636,82.0
2042,32323903,5724638,80.0
2043,32323901,5724639,78.0
2044,32323900,5724641,78.0
2045,32323900,5724640,77.0
2046,32323900,5724640,78.0
2047,32323900,5724640,78.0
2048,32323900,5724640,78.0
2049,32323900,5724640,78.0
2050,32323900,5724640,78.0
2051,32323900,5724640,78.0
2052,32323900,5724640,77.0
2053,32323900,5724640,77.0
2054,32323900,5724640,78.0
2055,32323900,5724640,78.0
2056,32323900,5724640,78.0
2057,32323900,5724640,78.0
2058,32323900,5724640,78.0
2059,32323900,5724640,78.0
2060,32323900,5724640,78.0
2061,32323900,5724640,75.0
2062,32323900,5724640,77.0
2063,32323900,5724640,78.0
2064,32323900,5724640,78.0
2065,32323900,5724640,78.0
2066,32323900,5724640,78.0
2067,32323900,5724640,78.0
2068,32323900,5724640,78.0
2069,32323900,5724640,78.0
2070,32323900,5724640,78.0
2071,32323899,5724640,77.0
2072,32323898,5724638,76.0
2073,32323897,5724638,76.0
2074,32323897,5724639,77.0
2075,32323895,5724639,81.0
2076,32323894,5724638,81.0
2077,32323894,5724638,79.0
2078,32323894,5724638,80.0
2079,32323894,5724638,81.0
2080,32323894,5724638,81.0
2081,32323894,5724638,81.0
2082,32323894,5724638,81.0
2083,32323894,5724638,81.0
2084,32323894,5724638,81.0
2085,32323894,5724638,81.0
2086,32323894,5724638,81.0
2087,32323894,5724638,81.0
2088,32323894,5724638,81.0
2089,32323894,5724638,81.0
2090,32323894,5724638,81.0
2091,32323894,5724638,81.0
2092,32323894,5724638,81.0
2093,32323895,5724637,83.0
2094,32323894,5724637,82.0
2095,32323894,5724637,82.0
2096,32323894,5724639,83.0
2097,32323894,5724640,84.0
2098,32323892,5724642,83.0
2099,32323888,5724648,80.0
2100,32323885,5724650,80.0
2101,32323884,5724652,80.0
2102,32323879,5724655,80.0
2103,32323876,5724659,81.0
2104,32323872,5724664,81.0
2105,32323868,5724669,81.0
2106,32323865,5724673,81.0
2107,32323861,5724680,81.0
2108,32323857,5724686,82.0
2109,32323852,5724692,81.0
2110,32323847,5724699,82.0
2111,32323843,5724703,80.0
2112,32323836,5724711,77.0
2113,32323828,5724719,76.0
2114,32323821,5724725,78.0
2115,32323815,5724730,80.0
2116,32323809,5724736,78.0
2117,32323805,5724741,76.0
2118,32323799,5724747,80.0
2119,32323795,5724751,81.0
2120,32323791,5724757,80.0
2121,32323789,5724762,79.0
2122,32323785,5724769,78.0
2123,32323781,5724773,78.0
2124,32323776,5724780,76.0
2125,32323773,5724786,77.0
2126,32323768,5724791,78.0
2127,32323764,5724794,79.0
2128,32323757,5724800,78.0
2129,32323753,5724804,78.0
2130,32323745,5724809,78.0
2131,32323739,5724812,79.0
2132,32323733,5724814,77.0
2133,32323731,5724814,79.0
2134,32323730,5724814,80.0
2135,32323731,5724817,81.0
2136,32323732,5724819,83.0
2137,32323732,5724818,84.0
2138,32323732,5724816,86.0
2139,32323731,5724815,84.0
2140,32323731,5724816,86.0
2141,32323730,5724816,87.0
2142,32323730,5724816,87.0
2143,32323730,5724816,87.0
2144,32323730,5724816,87.0
2145,32323730,5724816,87.0
2146,32323730,5724816,87.0
2147,32323730,5724816,87.0
2148,32323730,5724816,87.0
2149,32323730,5724816,87.0
2150,32323730,5724816,87.0
2151,32323730,5724816,87.0
2152,32323730,5724816,87.0
2153,32323730,5724816,87.0
2154,32323730,5724816,87.0
2155,32323730,5724816,87.0
2156,32323730,5724816,87.0
2157,32323730,5724816,87.0
2158,32323730,5724816,87.0
2159,32323730,5724816,87.0
2160,32323729,5724818,88.0
2161,32323727,5724817,88.0
2162,32323727,5724814,89.0
2163,32323726,5724814,88.0
2164,32323725,5724814,86.0
2165,32323724,5724814,86.0
2166,32323718,5724814,85.0
2167,32323711,5724810,86.0
2168,32323707,5724807,87.0
2169,32323700,5724803,86.0
2170,32323694,5724796,86.0
2171,32323689,5724792,87.0
2172,32323683,5724788,87.0
2173,32323677,5724784,88.0
2174,32323671,5724781,87.0
2175,32323668,5724782,85.0
2176,32323662,5724786,87.0
2177,32323654,5724792,89.0
2178,32323648,5724797,91.0
2179,32323643,5724801,84.0
2180,32323637,5724805,90.0
2181,32323629,5724810,83.0
2182,32323623,5724814,85.0
2183,32323616,5724818,79.0
2184,32323610,5724819,83.0
2185,32323606,5724817,83.0
2186,32323605,5724813,84.0
2187,32323602,5724808,87.0
2188,32323599,5724803,89.0
2189,32323595,5724799,91.0
2190,32323590,5724795,91.0
2191,32323586,5724791,92.0
2192,32323582,5724788,92.0
2193,32323580,5724785,91.0
2194,32323576,5724781,92.0
2195,32323573,5724776,92.0
2196,32323569,5724772,93.0
2197,32323566,5724767,97.0
2198,32323565,5724766,97.0
2199,32323566,5724765,96.0
2200,32323566,5724765,96.0
2201,32323566,5724763,96.0
2202,32323566,5724761,95.0
2203,32323565,5724761,95.0
2204,32323562,5724759,93.0
2205,32323561,5724758,94.0
2206,32323558,5724755,93.0
2207,32323556,5724753,94.0
2208,32323553,5724750,97.0
2209,32323551,5724748,96.0
2210,32323548,5724746,96.0
2211,32323546,5724744,96.0
2212,32323545,5724741,95.0
2213,32323543,5724738,95.0
2214,32323541,5724735,94.0
2215,32323538,5724731,95.0
2216,32323536,5724728,94.0
2217,32323535,5724727,93.0
2218,32323536,5724726,94.0
2219,32323537,5724726,95.0
2220,32323537,5724727,94.0
2221,32323537,5724727,94.0
2222,32323537,5724727,94.0
2223,32323537,5724726,93.0
2224,32323537,5724725,93.0
2225,32323537,5724724,94.0
2226,32323537,5724724,93.0
2227,32323537,5724724,93.0
2228,32323537,5724724,93.0
2229,32323537,5724724,93.0
2230,32323537,5724724,93.0
2231,32323537,5724724,93.0
2232,32323537,5724724,92.0
2233,32323537,5724724,92.0
2234,32323537,5724724,92.0
2235,32323537,5724724,93.0
2236,32323537,5724724,92.0
2237,32323539,5724727,92.0
2238,32323540,5724727,92.0
2239,32323540,5724727,91.0
2240,32323539,5724727,91.0
2241,32323539,5724725,91.0
2242,32323540,5724722,91.0
2243,32323539,5724723,92.0
2244,32323540,5724723,93.0
2245,32323540,5724722,93.0
2246,32323540,5724722,92.0
2247,32323540,5724723,93.0
2248,32323540,5724723,93.0
2249,32323540,5724723,93.0
2250,32323540,5724723,93.0
2251,32323540,5724723,93.0
2252,32323540,5724723,93.0
2253,32323540,5724723,93.0
2254,32323539,5724723,91.0
2255,32323537,5724723,89.0
2256,32323534,5724720,89.0
2257,32323532,5724719,88.0
2258,32323532,5724720,87.0
2259,32323532,5724720,86.0
2260,32323532,5724719,86.0
2261,32323532,5724719,86.0
2262,32323532,5724719,86.0
2263,32323532,5724719,86.0
2264,32323532,5724719,86.0
2265,32323532,5724719,86.0
2266,32323532,5724719,86.0
2267,32323532,5724719,86.0
2268,32323532,5724719,86.0
2269,32323529,5724717,88.0
2270,32323527,5724714,85.0
2271,32323526,5724713,85.0
2272,32323522,5724712,85.0
2273,32323518,5724711,88.0
2274,32323512,5724710,79.0
2275,32323508,5724708,83.0
2276,32323504,5724706,86.0
2277,32323501,5724704,85.0
2278,32323496,5724703,86.0
2279,32323492,5724704,87.0
2280,32323489,5724706,87.0
2281,32323485,5724707,87.0
2282,32323483,5724706,90.0
2283,32323480,5724705,91.0
2284,32323477,5724703,91.0
2285,32323475,5724701,91.0
2286,32323472,5724700,90.0
2287,32323469,5724698,91.0
2288,32323467,5724696,93.0
2289,32323464,5724695,93.0
2290,32323464,5724695,94.0
2291,32323464,5724694,92.0
2292,32323463,5724695,92.0
2293,32323463,5724697,92.0
2294,32323463,5724697,92.0
2295,32323463,5724697,92.0
2296,32323463,5724697,92.0
2297,32323463,5724697,92.0
2298,32323463,5724697,92.0
2299,32323463,5724697,92.0
2300,32323463,5724697,92.0
2301,32323463,5724697,92.0
2302,32323463,5724697,92.0
2303,32323463,5724697,92.0
2304,32323463,5724697,92.0
2305,32323463,5724697,92.0
2306,32323463,5724697,92.0
2307,32323463,5724697,92.0
2308,32323463,5724697,92.0
2309,32323462,5724697,92.0
2310,32323462,5724697,92.0
2311,32323462,5724697,92.0
2312,32323462,5724697,92.0
2313,32323462,5724697,92.0
2314,32323462,5724697,92.0
2315,32323462,5724697,92.0
2316,32323462,5724697,92.0
2317,32323462,5724697,92.0
2318,32323462,5724697,92.0
2319,32323462,5724697,92.0
2320,32323462,5724697,92.0
2321,32323462,5724697,92.0
2322,32323462,5724697,92.0
2323,32323462,5724697,92.0
2324,32323463,5724697,92.0
2325,32323462,5724697,92.0
2326,32323462,5724697,92.0
2327,32323462,5724697,91.0
2328,32323462,5724697,91.0
2329,32323462,5724697,91.0
2330,32323462,5724697,91.0
2331,32323462,5724697,91.0
2332,32323462,5724697,92.0
2333,32323462,5724697,92.0
2334,32323462,5724697,92.0
2335,32323462,5724697,92.0
2336,32323462,5724697,92.0
2337,32323462,5724697,92.0
2338,32323462,5724697,92.0
2339,32323462,5724697,92.0
2340,32323462,5724697,92.0
2341,32323462,5724697,92.0
2342,32323462,5724697,85.0
2343,32323462,5724697,88.0
2344,32323462,5724697,82.0
2345,32323462,5724697,85.0
2346,32323462,5724697,88.0
2347,32323461,5724697,92.0
2348,32323460,5724697,95.0
2349,32323461,5724697,96.0
2350,32323462,5724698,98.0
2351,32323465,5724698,100.0
2352,32323463,5724697,100.0
2353,32323462,5724698,102.0
2354,32323463,5724698,101.0
2355,32323464,5724698,101.0
2356,32323464,5724697,100.0
2357,32323463,5724697,99.0
2358,32323463,5724697,99.0
2359,32323464,5724697,99.0
2360,32323464,5724697,99.0
2361,32323464,5724697,99.0
2362,32323464,5724696,97.0
2363,32323462,5724696,97.0
2364,32323463,5724697,97.0
2365,32323463,5724697,99.0
2366,32323463,5724697,99.0
2367,32323463,5724697,99.0
2368,32323463,5724697,99.0
2369,32323463,5724697,99.0
2370,32323463,5724697,99.0
2371,32323463,5724697,99.0
2372,32323463,5724697,99.0
2373,32323462,5724697,100.0
2374,32323461,5724696,98.0
2375,32323460,5724696,97.0
2376,32323460,5724696,98.0
2377,32323460,5724696,98.0
2378,32323460,5724696,98.0
2379,32323460,5724696,98.0
2380,32323460,5724696,98.0
2381,32323460,5724696,98.0
2382,32323460,5724696,98.0
2383,32323460,5724696,98.0
2384,32323460,5724696,98.0
2385,32323460,5724696,98.0
2386,32323460,5724696,86.0
2387,32323460,5724696,92.0
2388,32323460,5724696,95.0
2389,32323460,5724696,96.0
2390,32323460,5724696,97.0
2391,32323460,5724696,97.0
2392,32323460,5724696,97.0
2393,32323460,5724696,87.0
2394,32323460,5724696,91.0
2395,32323460,5724696,87.0
2396,32323461,5724696,92.0
2397,32323461,5724696,94.0
2398,32323461,5724696,96.0
2399,32323462,5724698,98.0
2400,32323464,5724699,99.0
2401,32323468,5724701,99.0
2402,32323471,5724702,98.0
2403,32323473,5724701,98.0
2404,32323473,5724701,98.0
2405,32323476,5724702,101.0
2406,32323479,5724705,103.0
2407,32323482,5724707,103.0
2408,32323485,5724708,102.0
2409,32323488,5724709,102.0
2410,32323492,5724710,99.0
2411,32323495,5724712,101.0
2412,32323498,5724712,100.0
2413,32323502,5724712,105.0
2414,32323506,5724713,105.0
2415,32323510,5724714,103.0
2416,32323514,5724716,103.0
2417,32323517,5724716,102.0
2418,32323521,5724717,101.0
2419,32323523,5724719,103.0
2420,32323526,5724720,102.0
2421,32323528,5724721,99.0
2422,32323531,5724721,97.0
2423,32323534,5724724,97.0
2424,32323536,5724726,99.0
2425,32323539,5724730,99.0
2426,32323542,5724732,99.0
2427,32323544,5724734,100.0
2428,32323546,5724738,101.0
2429,32323549,5724742,101.0
2430,32323552,5724746,103.0
2431,32323555,5724749,105.0
2432,32323557,5724753,102.0
2433,32323560,5724755,101.0
2434,32323560,5724757,101.0
2435,32323560,5724759,101.0
2436,32323561,5724759,102.0
2437,32323561,5724759,102.0
2438,32323561,5724758,101.0
2439,32323561,5724759,101.0
2440,32323562,5724761,100.0
2441,32323564,5724763,99.0
2442,32323564,5724763,98.0
2443,32323565,5724766,99.0
2444,32323568,5724769,99.0
2445,32323572,5724773,99.0
2446,32323577,5724779,101.0
2447,32323582,5724783,99.0
2448,32323585,5724788,99.0
2449,32323588,5724791,100.0
2450,32323591,5724795,99.0
2451,32323594,5724800,99.0
2452,32323598,5724804,98.0
2453,32323602,5724808,95.0
2454,32323603,5724811,93.0
2455,32323603,5724811,93.0
2456,32323602,5724811,94.0
2457,32323603,5724813,95.0
2458,32323604,5724817,96.0
2459,32323604,5724821,96.0
2460,32323601,5724825,92.0
2461,32323594,5724832,92.0
2462,32323587,5724837,92.0
2463,32323574,5724847,92.0
2464,32323561,5724857,90.0
2465,32323544,5724870,90.0
2466,32323527,5724880,88.0
2467,32323521,5724884,88.0
2468,32323517,5724890,86.0
2469,32323514,5724892,84.0
2470,32323511,5724893,81.0
2471,32323509,5724895,82.0
2472,32323508,5724898,82.0
2473,32323508,5724902,82.0
2474,32323507,5724903,84.0
2475,32323508,5724903,84.0
2476,32323507,5724904,85.0
2477,32323503,5724908,84.0
2478,32323499,5724913,84.0
2479,32323496,5724916,82.0
2480,32323493,5724919,80.0
2481,32323492,5724917,81.0
2482,32323493,5724917,79.0
2483,32323489,5724927,78.0
2484,32323485,5724938,81.0
2485,32323483,5724945,84.0
2486,32323482,5724948,84.0
2487,32323483,5724948,84.0
2488,32323483,5724949,86.0
2489,32323483,5724950,87.0
2490,32323483,5724951,87.0
2491,32323476,5724961,0.0
2492,32323478,5724956,86.0
2493,32323475,5724964,86.0
2494,32323472,5724970,84.0
2495,32323468,5724978,84.0
2496,32323464,5724985,83.0
2497,32323458,5724993,84.0
2498,32323453,5725002,85.0
2499,32323448,5725012,85.0
2500,32323442,5725023,85.0
2501,32323438,5725031,85.0
2502,32323434,5725039,84.0
2503,32323432,5725048,80.0
2504,32323431,5725056,81.0
2505,32323430,5725062,83.0
2506,32323424,5725069,82.0
2507,32323417,5725078,83.0
2508,32323409,5725092,80.0
2509,32323399,5725104,79.0
2510,32323393,5725109,78.0
2511,32323391,5725112,80.0
2512,32323387,5725115,83.0
2513,32323383,5725178,0.0
2514,32323385,5725120,83.0
2515,32323383,5725122,81.0
2516,32323384,5725123,80.0
2517,32323381,5725125,78.0
2518,32323379,5725129,80.0
2519,32323377,5725132,80.0
2520,32323375,5725135,81.0
2521,32323374,5725139,82.0
2522,32323373,5725142,83.0
2523,32323370,5725147,83.0
2524,32323367,5725154,79.0
2525,32323364,5725161,79.0
2526,32323360,5725167,81.0
2527,32323358,5725169,81.0
2528,32323358,5725171,80.0
2529,32323356,5725173,80.0
2530,32323349,5725190,0.0
2531,32323349,5725182,80.0
2532,32323344,5725191,79.0
2533,32323341,5725198,78.0
2534,32323338,5725199,80.0
2535,32323337,5725199,81.0
2536,32323338,5725199,82.0
2537,32323324,5725212,0.0
2538,32323338,5725200,83.0
2539,32323337,5725202,84.0
2540,32323334,5725206,83.0
2541,32323333,5725212,79.0
2542,32323339,5725219,79.0
2543,32323346,5725226,79.0
2544,32323363,5725246,0.0
2545,32323357,5725234,77.0
2546,32323363,5725237,78.0
2547,32323370,5725241,78.0
2548,32323376,5725245,79.0
2549,32323382,5725251,79.0
2550,32323388,5725255,76.0
2551,32323393,5725260,75.0
2552,32323398,5725263,75.0
2553,32323399,5725273,73.0
2554,32323396,5725283,74.0
2555,32323392,5725292,73.0
2556,32323387,5725300,74.0
2557,32323381,5725305,75.0
2558,32323377,5725325,0.0
2559,32323373,5725318,75.0
2560,32323368,5725325,75.0
2561,32323364,5725333,76.0
2562,32323358,5725340,76.0
2563,32323352,5725346,78.0
2564,32323347,5725352,75.0
2565,32323343,5725358,76.0
2566,32323338,5725365,78.0
2567,32323335,5725372,80.0
2568,32323330,5725382,78.0
2569,32323325,5725391,76.0
2570,32323319,5725399,77.0
2571,32323313,5725406,79.0
2572,32323308,5725413,79.0
2573,32323305,5725419,79.0
2574,32323303,5725425,78.0
2575,32323307,5725433,78.0
2576,32323313,5725439,75.0
2577,32323320,5725445,76.0
2578,32323325,5725450,72.0
2579,32323330,5725453,74.0
2580,32323336,5725459,77.0
2581,32323341,5725465,78.0
2582,32323347,5725471,78.0
2583,32323352,5725475,77.0
2584,32323359,5725481,78.0
2585,32323365,5725487,79.0
2586,32323364,5725494,0.0
2587,32323375,5725496,77.0
2588,32323382,5725501,75.0
2589,32323390,5725507,77.0
2590,32323397,5725512,75.0
2591,32323404,5725517,75.0
2592,32323408,5725521,74.0
2593,32323425,5725523,0.0
2594,32323419,5725524,75.0
2595,32323426,5725529,73.0
2596,32323433,5725535,74.0
2597,32323439,5725540,74.0
2598,32323443,5725541,74.0
2599,32323447,5725542,74.0
2600,32323452,5725545,74.0
2601,32323455,5725547,73.0
2602,32323457,5725548,73.0
2603,32323459,5725548,74.0
2604,32323463,5725548,73.0
2605,32323467,5725549,77.0
2606,32323474,5725554,79.0
2607,32323486,5725563,0.0
2608,32323487,5725562,83.0
2609,32323494,5725565,83.0
2610,32323500,5725563,82.0
2611,32323507,5725567,81.0
2612,32323513,5725573,79.0
2613,32323520,5725578,79.0
2614,32323528,5725581,79.0
2615,32323536,5725585,77.0
2616,32323543,5725588,77.0
2617,32323550,5725591,77.0
2618,32323556,5725596,77.0
2619,32323561,5725603,76.0
2620,32323562,5725608,75.0
2621,32323561,5725616,77.0
2622,32323558,5725623,78.0
2623,32323554,5725628,76.0
2624,32323550,5725634,77.0
2625,32323545,5725640,76.0
2626,32323541,5725645,76.0
2627,32323537,5725651,74.0
2628,32323532,5725657,74.0
2629,32323527,5725665,72.0
2630,32323523,5725671,72.0
2631,32323519,5725676,71.0
2632,32323516,5725683,71.0
2633,32323512,5725688,72.0
2634,32323509,5725694,72.0
2635,32323507,5725697,71.0
2636,32323506,5725699,69.0
2637,32323507,5725704,70.0
2638,32323510,5725708,68.0
2639,32323514,5725712,70.0
2640,32323514,5725716,71.0
2641,32323513,5725719,72.0
2642,32323512,5725721,71.0
2643,32323512,5725722,69.0
2644,32323512,5725722,69.0
2645,32323511,5725721,69.0
2646,32323510,5725721,70.0
2647,32323506,5725720,0.0
2648,32323507,5725722,68.0
2649,32323505,5725723,68.0
2650,32323504,5725725,67.0
2651,32323502,5725731,67.0
2652,32323502,5725734,67.0
2653,32323502,5725736,68.0
2654,32323501,5725737,68.0
2655,32323501,5725736,67.0
2656,32323501,5725736,67.0
2657,32323501,5725736,67.0
2658,32323507,5725723,0.0
2659,32323501,5725736,67.0
2660,32323501,5725736,67.0
2661,32323501,5725736,67.0
2662,32323501,5725736,67.0
2663,32323501,5725736,67.0
2664,32323501,5725737,67.0
2665,32323508,5725743,0.0
2666,32323502,5725738,68.0
2667,32323501,5725741,68.0
2668,32323499,5725743,68.0
2669,32323499,5725746,69.0
2670,32323498,5725747,69.0
2671,32323496,5725750,71.0
2672,32323508,5725730,0.0
2673,32323495,5725754,71.0
2674,32323493,5725755,71.0
2675,32323493,5725754,70.0
2676,32323494,5725754,70.0
2677,32323495,5725754,69.0
2678,32323493,5725753,67.0
2679,32323492,5725752,67.0
2680,32323486,5725751,67.0
2681,32323484,5725749,67.0
2682,32323481,5725748,67.0
2683,32323478,5725747,68.0
2684,32323478,5725748,67.0
2685,32323478,5725749,66.0
2686,32323510,5725752,0.0
2687,32323478,5725749,66.0
2688,32323478,5725749,67.0
2689,32323478,5725750,67.0
2690,32323478,5725750,67.0
2691,32323478,5725750,67.0
2692,32323478,5725749,64.0
2693,32323519,5725755,0.0
2694,32323481,5725743,67.0
2695,32323480,5725743,66.0
2696,32323481,5725745,65.0
2697,32323481,5725745,65.0
2698,32323481,5725745,65.0
2699,32323481,5725744,65.0
2700,32323482,5725743,67.0
2701,32323482,5725742,64.0
2702,32323484,5725739,64.0
2703,32323487,5725736,62.0
2704,32323488,5725733,64.0
2705,32323490,5725730,61.0
2706,32323492,5725727,62.0
2707,32323516,5725747,0.0
2708,32323496,5725722,64.0
2709,32323499,5725718,64.0
2710,32323501,5725714,65.0
2711,32323501,5725713,66.0
2712,32323500,5725713,66.0
2713,32323501,5725712,66.0
2714,32323502,5725711,70.0
2715,32323503,5725712,68.0
2716,32323505,5725714,68.0
2717,32323505,5725718,69.0
2718,32323505,5725720,69.0
2719,32323505,5725720,69.0
2720,32323506,5725720,69.0
2721,32323510,5725711,0.0
2722,32323508,5725718,70.0
2723,32323508,5725716,68.0
2724,32323509,5725717,69.0
2725,32323509,5725718,71.0
2726,32323510,5725719,71.0
2727,32323510,5725719,72.0
2728,32323514,5725713,0.0
2729,32323507,5725716,70.0
2730,32323505,5725716,69.0
2731,32323505,5725715,68.0
2732,32323504,5725715,67.0
2733,32323504,5725714,67.0
2734,32323504,5725714,67.0
2735,32323504,5725714,67.0
2736,32323503,5725714,67.0
2737,32323501,5725716,67.0
2738,32323499,5725718,67.0
2739,32323499,5725720,66.0
2740,32323498,5725720,67.0
2741,32323498,5725720,67.0
2742,32323494,5725702,0.0
2743,32323498,5725721,67.0
2744,32323498,5725721,67.0
2745,32323498,5725721,67.0
2746,32323498,5725721,67.0
2747,32323498,5725721,67.0
2748,32323498,5725721,68.0
2749,32323497,5725721,68.0
2750,32323497,5725721,68.0
2751,32323497,5725721,68.0
2752,32323497,5725721,68.0
2753,32323497,5725721,68.0
2754,32323497,5725721,68.0
2755,32323497,5725721,84.0
2756,32323496,5725723,74.0
2757,32323493,5725724,68.0
2758,32323492,5725729,68.0
2759,32323494,5725732,68.0
2760,32323495,5725733,70.0
2761,32323495,5725734,71.0
2762,32323495,5725735,71.0
2763,32323495,5725736,71.0
2764,32323494,5725736,70.0
2765,32323495,5725736,71.0
2766,32323505,5725748,0.0
2767,32323496,5725734,69.0
2768,32323497,5725737,70.0
2769,32323498,5725738,70.0
2770,32323499,5725739,70.0
2771,32323499,5725739,70.0
2772,32323500,5725739,71.0
2773,32323506,5725745,0.0
2774,32323503,5725733,68.0
2775,32323504,5725731,68.0
2776,32323505,5725729,68.0
2777,32323504,5725728,68.0
2778,32323504,5725727,68.0
2779,32323505,5725727,71.0
2780,32323507,5725727,75.0
2781,32323509,5725726,74.0
2782,32323512,5725724,75.0
2783,32323512,5725723,71.0
2784,32323512,5725722,71.0
2785,32323512,5725721,70.0
2786,32323512,5725721,69.0
2787,32323507,5725733,0.0
2788,32323510,5725722,69.0
2789,32323509,5725723,70.0
2790,32323509,5725723,71.0
2791,32323509,5725724,70.0
2792,32323510,5725725,70.0
2793,32323509,5725727,71.0
2794,32323507,5725743,0.0
2795,32323502,5725729,63.0
2796,32323501,5725730,63.0
2797,32323501,5725731,65.0
2798,32323501,5725732,65.0
2799,32323502,5725731,67.0
2800,32323503,5725730,66.0
2801,32323504,5725730,66.0
2802,32323504,5725729,68.0
2803,32323505,5725729,69.0
2804,32323505,5725729,69.0
2805,32323504,5725729,67.0
2806,32323504,5725728,67.0
2807,32323504,5725729,68.0
2808,32323507,5725728,0.0
2809,32323503,5725730,69.0
2810,32323504,5725731,70.0
2811,32323504,5725732,70.0
2812,32323504,5725733,69.0
2813,32323502,5725734,70.0
2814,32323500,5725737,67.0
2815,32323506,5725723,0.0
2816,32323498,5725739,69.0
2817,32323498,5725739,69.0
2818,32323498,5725738,70.0
2819,32323497,5725738,71.0
2820,32323496,5725737,70.0
2821,32323495,5725734,67.0
2822,32323497,5725730,66.0
2823,32323497,5725727,66.0
2824,32323498,5725726,64.0
2825,32323498,5725725,65.0
2826,32323498,5725725,64.0
2827,32323498,5725725,65.0
2828,32323497,5725724,65.0
2829,32323497,5725724,66.0
2830,32323497,5725724,66.0
2831,32323498,5725724,67.0
2832,32323497,5725724,66.0
2833,32323495,5725723,66.0
2834,32323494,5725724,64.0
2835,32323495,5725727,63.0
2836,32323505,5725720,0.0
2837,32323490,5725734,66.0
2838,32323487,5725736,67.0
2839,32323485,5725736,67.0
2840,32323485,5725736,67.0
2841,32323484,5725735,66.0
2842,32323484,5725735,66.0
2843,32323483,5725735,66.0
2844,32323483,5725735,66.0
2845,32323483,5725735,66.0
2846,32323483,5725735,66.0
2847,32323483,5725735,66.0
2848,32323483,5725735,66.0
2849,32323484,5725734,67.0
2850,32323502,5725746,0.0
2851,32323487,5725732,68.0
2852,32323488,5725730,67.0
2853,32323489,5725733,67.0
2854,32323489,5725732,68.0
2855,32323490,5725733,68.0
2856,32323490,5725733,67.0
2857,32323504,5725740,0.0
2858,32323490,5725732,67.0
2859,32323490,5725733,67.0
